odid	keyword
143190100	alien invasion
143190100	possessed
143190100	fugitive / on the run
143190100	end of the world
143190100	romance
143190100	love triangle
143190100	young adult book adaptation
143210100	revenge
143210100	heist
143210100	suicide
143210100	framed
143210100	news
143400100	prison
143400100	prison break
143400100	on a boat
143400100	surprise twist
143400100	false identity
143400100	corporate malfeasance
143400100	intertitle
143400100	animated sequences
143400100	non-chronological
143400100	voiceover/narration
143400100	terrorism
143400100	undercover
143400100	tortured for information
143400100	muslims
143400100	digital cinematography
143450100	remake
143450100	robot
143450100	dystopia
143450100	faulty memory
143450100	visual effects
143450100	terrorism
143450100	surprise twist
143450100	secret identity
143450100	political
143450100	corporate malfeasance
143450100	imax: dmr
143490100	martial arts
143490100	directing yourself
143490100	screenplay written by the star
143490100	addiction
143490100	narcotics
143490100	treasure hunters
143500100	mafia
143500100	wall street
143500100	white collar crime
143500100	fbi
143500100	prologue
143500100	voiceover/narration
143500100	narcotics
143500100	prostitution
143500100	addiction
143500100	infidelity
143500100	prescription drug abuse
143500100	intertitle
143500100	breaking the fourth wall
143500100	non-chronological
143500100	digital cinematography
143500100	2014 oscars best picture nominee
143580100	villain's point of view
143580100	prince/princess
143580100	dragon
143580100	prologue
143580100	voiceover/narration
143580100	fairies
143580100	romance
143580100	first love
143580100	royalty
143580100	relationships gone wrong
143580100	orphan
143580100	family affair
143580100	revenge
143580100	visual effects
143580100	epilogue
143580100	live action cartoon
143590100	hauntings
143590100	curses
143590100	revenge
143590100	death of a son or daughter
143590100	death of a spouse or fiancã©e / fiancã©
143590100	young child dealing with the death of a parent
143610100	dragon
143610100	vikings
143610100	dysfunctional family
143620100	scary kids
143620100	hauntings
143620100	possessed
143620100	demons
143620100	surprise twist
143620100	medical and hospitals
143640100	world war i
143640100	war
143640100	animal lead
143640100	ensemble
143640100	addiction
143640100	dysfunctional family
143640100	class warfare
143640100	orphan
143640100	2012 oscars best picture nominee
143650100	bike messengers
143650100	fugitive / on the run
143650100	corrupt cops
143650100	gangs
143660100	relationships gone wrong
143660100	romance
143660100	relationship advice
143660100	faulty memory
143660100	lgbt
143670100	3-d
143670100	coming of age
143670100	rescue
143670100	stage magician
143670100	remake
143670100	vampire
143680100	friendly alien on earth
143680100	alien invasion
143680100	new guy/girl in school
143680100	romance
143680100	visual effects
143680100	secret identity
143680100	prologue
143680100	voiceover/narration
143680100	coming of age
143680100	bullies
143680100	imax: dmr
143790100	ensemble
143790100	romance
143790100	coming of age
143800100	boss from hell
143800100	hitmen
143800100	confidence men
143800100	revenge
143800100	blackmail
143810100	relationships gone wrong
143810100	voiceover/narration
143810100	romance
143810100	non-chronological
143830100	romance
143830100	relationships gone wrong
143830100	unexpected families
143830100	family vacations
143830100	gratuitous cameos
143840100	dysfunctional family
143840100	relationships gone wrong
143840100	surprise twist
143840100	curses
143840100	romance
143840100	werewolf
143850100	terrorism
143850100	undercover
143850100	cross-dressing
143850100	secret identity
143850100	costume drama
143850100	visual effects
143850100	private investigator
143860100	dysfunctional family
143860100	twins
143860100	same actor, multiple roles
143860100	cross-dressing
143860100	thanksgiving
143860100	gratuitous cameos
143860100	directing yourself
143870100	3-d
143870100	coming of age
143870100	rescue
143870100	secret agent
143870100	kid spies
143870100	gratuitous cameos
143870100	delayed sequel
143870100	news
143870100	same actor, multiple roles
143870100	twins
143870100	secret identity
143870100	robot
143870100	step-family
143870100	reality tv
143870100	tv industry
143870100	one last job
143870100	surprise twist
143870100	time travel
143880100	royalty
143880100	world war ii
143880100	dysfunctional family
143880100	medical and hospitals
143880100	oscars best picture winner
143880100	2011 oscars best picture nominee
143910100	faulty memory
143910100	mistaken identity
143910100	surprise twist
143910100	terrorism
143920100	revenge
143920100	hitmen
143920100	organized crime
143920100	voiceover/narration
143920100	surprise twist
143930100	mistaken identity
143930100	romance
143930100	cross-class romance
143930100	prince/princess
143930100	doppelganger
143930100	dysfunctional family
143930100	step-family
143930100	foreign language
143930100	young child dealing with the death of a parent
143930100	monte carlo
143950100	orphan
143950100	road trip
143950100	romance
143950100	animal lead
143950100	performing arts
143950100	cross-class romance
143950100	relationships gone wrong
143950100	non-chronological
143950100	coming of age
143950100	same role, multiple actors
143950100	foreign language
143950100	young child dealing with the death of a parent
143950100	circus
143950100	boss from hell
143950100	voiceover/narration
143950100	addiction
143960100	boxing
143960100	robot
143960100	comeback
143960100	underdog
143960100	organized crime
143960100	gambling
143960100	dysfunctional family
143960100	romance
143960100	young child dealing with the death of a parent
143960100	imax: dmr
144130100	3-d
144130100	space program
144130100	marooned
144130100	rescue
144130100	3-d - shot in 3-d
144130100	one last job
144130100	death of a son or daughter
144130100	hallucinations
144130100	voiceover/narration
144130100	2014 oscars best picture nominee
144320100	bigotry
144320100	african-american
144320100	writing and writers
144320100	boss from hell
144320100	you can't go home again
144320100	upstairs / downstairs
144320100	non-chronological
144320100	voiceover/narration
144320100	2012 oscars best picture nominee
144790100	3-d
144790100	alien invasion
144790100	friendly alien on earth
144790100	hitmen
144790100	time travel
144790100	delayed sequel
144790100	buddy comedy
144790100	faulty memory
144790100	secret agent
144790100	marvel comics
144790100	visual effects
144790100	gratuitous cameos
144790100	same role, multiple actors
144790100	surprise twist
144790100	imax: dmr
144870100	musicians
144870100	music industry
144870100	romance
144870100	gratuitous cameos
144870100	novel or other work adapted by author
144870100	ensemble
144870100	censorship
144870100	imax: dmr
145010100	cabin in the woods
145010100	demons
145010100	possessed
145010100	teenage slasher
145010100	lovecraftian
145010100	addiction
145010100	rehab / former addict
145030100	time travel
145030100	hitmen
145030100	organized crime
145030100	same role, multiple actors
145030100	addiction
145040100	secret agent
145040100	kidnap
145040100	rescue
145040100	family vacations
145050100	epilogue
145050100	voiceover/narration
145050100	animal lead
145050100	marooned
145050100	animals gone bad
145070100	relationships gone wrong
145070100	relationship advice
145070100	buddy comedy
145070100	mid-life crisis
145070100	teenage sex comedy
145090100	surprise twist
145090100	non-chronological
145090100	secret agent
145090100	kid spies
145090100	coming of age
145090100	revenge
145090100	hitmen
145090100	child soldier
145140100	animal lead
145140100	romance
145140100	dysfunctional family
145140100	coming of age
145140100	first love
145140100	mid-life crisis
145140100	voiceover/narration
145140100	prologue
145140100	writing and writers
145140100	young child dealing with the death of a parent
145140100	death of a spouse or fiancã©e / fiancã©
145140100	inheritance
145140100	epilogue
145230100	baseball
145230100	underdog
145230100	epilogue
145230100	intertitle
145230100	non-chronological
145230100	same role, multiple actors
145230100	2012 oscars best picture nominee
145290100	reality tv
145290100	miscellaneous sports
145290100	3-d
145300100	sex crimes
145300100	private investigator
145300100	non-chronological
145300100	gangs
145300100	prostitution
145300100	surprise twist
145300100	wrongfully convicted
145300100	lawyers
145300100	courtroom drama
145310100	animal lead
145310100	rescue
145310100	tv industry
145310100	news
145310100	environment
145310100	political
145340100	delayed adulthood
145340100	coming of age
145340100	bad role models
145340100	divorc&eacute;e romance
145340100	gangs
145340100	relationships gone wrong
145340100	narcotics
145340100	infidelity
145340100	adopted family
145340100	lgbt
145340100	corrupt cops
145340100	epilogue
145340100	improvised
145340100	babysitters
145420100	romance
145420100	costume drama
145420100	unrequited love
145420100	relationships gone wrong
145420100	ensemble
145420100	world war i
145420100	returning soldiers
145420100	wall street
145420100	3-d
145420100	intentionally anachronistic
145450100	dystopia
145450100	political
145450100	zombies
145450100	epidemic
145450100	post apocalypse
145450100	novel or other work adapted by author
145450100	3-d
145620100	based on an untrue story
145620100	hitmen
145620100	rescue
145620100	secret agent
145620100	out of retirement
145620100	revenge
145620100	death of a son or daughter
145630100	3-d
145630100	teenage slasher
145630100	fate or destiny
145630100	prequel
145630100	surprise twist
145630100	imax: dmr
145660100	prince/princess
145660100	rescue
145660100	giants
145660100	visual effects
145660100	3-d
145700100	framed
145700100	terrorism
145700100	stolen identity
145700100	government corruption
145700100	3-d
145700100	3-d - post-production conversion
145710100	mid-life crisis
145710100	fired
145710100	romance
145710100	new guy/girl in school
145710100	college
145710100	directing yourself
145970100	ex-soldier
145970100	special ops
145970100	gangs
145970100	revenge
145970100	organized crime
146170100	surprise twist
146170100	time travel
146170100	terrorism
146170100	body swap
146170100	romance
146170100	alternate reality
146300100	romance
146300100	relationships gone wrong
146300100	relationship advice
146300100	autumn years
146300100	december romance
146300100	therapists / therapy
146310100	3-d
146310100	visual effects
146310100	demons
146310100	good vs. evil
146310100	marvel comics
146310100	sequels without their original stars
146480100	3-d
146480100	stoner comedy
146480100	narcotics
146480100	in-laws / future in-laws
146480100	buddy comedy
146480100	christmas
146480100	christmas in november
146480100	fictionalized version of yourself
146510100	inspirational sports
146510100	inspirational teacher
146510100	mixed martial arts
146510100	tournament
146510100	underdog
146510100	unrequited love
146510100	bad teachers
146510100	screenplay written by the star
146510100	directing yourself
146510100	teachers
146720100	romance
146720100	relationship advice
146720100	lgbt
146720100	medical and hospitals
146720100	doctors
146720100	prologue
146720100	tv industry
146720100	writing and writers
146720100	relationships gone wrong
146720100	dysfunctional family
146720100	directing yourself
146720100	epilogue
146800100	marvel comics
146800100	terrorism
146800100	false identity
146800100	addiction
146800100	artificial intelligence
146800100	robot
146800100	government corruption
146800100	non-chronological
146800100	super soldiers
146800100	surprise twist
146800100	visual effects
146800100	prologue
146800100	voiceover/narration
146800100	intertitle
146800100	gratuitous cameos
146800100	epilogue
146800100	3-d
146900100	young adult book adaptation
146900100	coming of age
146900100	musicians
146900100	near death experience
146900100	romance
146900100	first love
146900100	young child dealing with the death of a parent
146900100	death of a sibling
146900100	coma
146900100	medical and hospitals
146970100	out of retirement
146970100	secret agent
146970100	hitmen
146970100	spoof
147020100	cryptozoology
147020100	summer vacation
147020100	coming of age
147020100	visual effects
147020100	dysfunctional family
147090100	novel or other work adapted by author
147090100	dystopia
147090100	government corruption
147090100	reality tv
147090100	ensemble
147090100	intertitle
147090100	non-chronological
147090100	addiction
147090100	class warfare
147090100	hallucinations
147090100	revenge
147090100	dream sequence
147090100	love triangle
147090100	imax: dmr
147090100	young adult book adaptation
147140100	single parent
147140100	fugitive / on the run
147140100	romance
147140100	voiceover/narration
147140100	depression
147140100	life on the outside
147140100	non-chronological
147140100	accidental death
147140100	death of a son or daughter
147140100	death of a spouse or fiancã©e / fiancã©
147140100	coming of age
147140100	anxiety and phobias
147180100	wrongfully convicted
147180100	prison
147180100	rescue
147180100	prison break
147180100	space program
147300100	romance
147300100	iraq war
147300100	returning soldiers
147300100	relationships gone wrong
147410100	young child dealing with the death of a parent
147410100	revenge
147410100	accidental death
147410100	false identity
147410100	organized crime
147410100	vigilante
147410100	sequels without their original stars
147410100	out of retirement
147410100	ensemble
147410100	marvel comics
147410100	sex crimes
147410100	wrongfully convicted
147490100	gratuitous cameos
147490100	road trip
147490100	inventor
147490100	widow/widower
147490100	dysfunctional family
147490100	voiceover/narration
147490100	scene in end credits
147600100	dysfunctional family
147600100	delayed adulthood
147600100	life on the outside
147600100	relationship advice
147600100	relationships gone wrong
147600100	lgbt
147600100	narcotics
147730100	3-d
147730100	time travel
147730100	talking animals
147730100	animal lead
147730100	single parent
147730100	intertitle
147730100	adopted family
147730100	voiceover/narration
147730100	prologue
147730100	non-chronological
147730100	coming of age
147730100	letting go
147730100	breaking the fourth wall
147730100	romance
147730100	first love
147730100	social worker
147730100	epilogue
148150100	villain's point of view
148150100	spoof
148150100	friendly alien on earth
148150100	talking animals
148150100	surprise twist
148150100	3-d
148150100	imax: dmr
148250100	prequel
148250100	stage magician
148250100	visual effects
148250100	3-d
148250100	good vs. evil
148250100	romance
148250100	relationships gone wrong
148250100	revenge
148250100	witches
148310100	bodybuilders
148310100	kidnap
148310100	class warfare
148310100	life on the outside
148310100	private investigator
148380100	african-american
148380100	buddy cop
148380100	in-laws / future in-laws
148380100	undercover
148380100	organized crime
148380100	corrupt cops
148380100	fantasy sequence
148380100	intertitle
148380100	epilogue
148410100	marooned
148410100	bounty hunter
148410100	revenge
148410100	delayed sequel
148410100	non-chronological
148410100	voiceover/narration
148410100	slow motion scene
148410100	sex crimes
148440100	hauntings
148440100	friendly ghost
148440100	buddy cop
148440100	end of the world
148440100	dark horse comics
148440100	3-d
148530100	organized crime
148530100	kidnap
148530100	corrupt cops
148530100	martial arts
148530100	mixed martial arts
148530100	death of a spouse or fiancã©e / fiancã©
148530100	death of a son or daughter
148530100	revenge
148530100	child prodigy
148540100	secret agent
148540100	corrupt cops
148540100	fugitive / on the run
148540100	surprise twist
148540100	intertitle
148540100	government corruption
148540100	voiceover/narration
148540100	car chase
148790100	disaster
148790100	monster
148790100	conspiracy theory
148790100	ensemble
148790100	coming of age
148790100	movie business
148790100	alien invasion
148790100	rescue
148790100	epilogue
148790100	death of a spouse or fiancã©e / fiancã©
148790100	young child dealing with the death of a parent
148790100	dysfunctional family
148790100	imax: dmr
148790100	last day of school
148840100	kidnap
148840100	rescue
148840100	revenge
148840100	organized crime
148840100	intertitle
148840100	non-chronological
148840100	sequel with lead character recast
148840100	children trying to reunite divorced parents
148840100	flashback to previous movie in the franchise
149290100	romance
149290100	faulty memory
149290100	medical and hospitals
149290100	inspired by a true story
149340100	secret agent
149340100	romance
149340100	love triangle
149340100	revenge
149340100	relationship advice
149460100	animal lead
149460100	talking animals
149460100	time travel
149460100	food
149460100	thanksgiving
149460100	3-d
149460100	1700s
149460100	colonial united states
149490100	thanksgiving
149490100	white collar crime
149490100	heist
149490100	class warfare
149490100	upstairs / downstairs
149490100	revenge
149490100	ensemble
149490100	voiceover/narration
149490100	surprise twist
149490100	suicide
149520100	upstairs / downstairs
149520100	political
149520100	african-american
149520100	biography
149520100	ensemble
149520100	non-chronological
149520100	sex crimes
149520100	young child dealing with the death of a parent
149520100	bigotry
149520100	assasination
149520100	addiction
149520100	infidelity
149520100	dysfunctional family
149520100	apartheid
149540100	government corruption
149540100	culture clash
149540100	mistaken identity
149540100	terrorism
149540100	gratuitous cameos
149540100	bigotry
149540100	prologue
149540100	romance
149540100	voiceover/narration
149540100	improvised
149540100	archive footage
149540100	intertitle
149540100	same actor, multiple roles
149540100	political
149540100	non-chronological
149540100	invented language
149540100	scene in end credits
149540100	outtakes during credits
149540100	epilogue
149600100	revenge
149600100	bounty hunter
149600100	surprise twist
149600100	rescue
149600100	3-d
149600100	3-d - shot in 3-d
149600100	witches
149600100	prologue
149600100	voiceover/narration
149600100	visual effects
149600100	corrupt cops
149600100	non-chronological
149600100	digital cinematography
149620100	african-american
149620100	gospel music
149620100	musicians
149620100	death of a spouse or fiancã©e / fiancã©
149620100	romance
149620100	interracial romance
149620100	underdog
149650100	infertility
149650100	life in a small town
149650100	unexpected families
149800100	dysfunctional family
149800100	new guy/girl in school
149800100	breaking the fourth wall
149800100	voiceover/narration
149800100	bullies
149800100	coming of age
149800100	romance
149800100	non-chronological
149800100	musicians
149800100	sequels without their original stars
149800100	animated sequences
149800100	sibling rivalry
149820100	coming of age
149820100	romance
149820100	breaking the fourth wall
149820100	mockumentary
149820100	ensemble
149820100	voiceover/narration
149820100	relationships gone wrong
149820100	relationship advice
149820100	step-family
149820100	lacrosse
150150100	fired
150150100	mid-life crisis
150150100	romance
150150100	counterculture
150150100	ensemble
150150100	new age
150150100	outtakes during credits
150150100	infidelity
150150100	narcotics
150150100	political
150150100	improvised
150150100	country mouse, city mouse
150320100	inheritance
150320100	dysfunctional family
150320100	unexpected families
150360100	voiceover/narration
150360100	prologue
150360100	intertitle
150360100	twins
150360100	robot
150360100	alien invasion
150360100	epilogue
150360100	mid-life crisis
150360100	one night
150360100	end of the world
150360100	non-chronological
150360100	screenplay written by the star
150360100	suicide attempt
150530100	dysfunctional family
150530100	corporate life
150530100	mid-life crisis
150530100	breaking the fourth wall
150570100	family movie
150570100	animal lead
150570100	dysfunctional family
150570100	inheritance
150570100	corporate life
150570100	mid-life crisis
150610100	secret agent
150610100	government corruption
150610100	sequels without their original stars
150610100	midquel
150610100	imax: dmr
150710100	romance
150710100	romeo and juliet romance
150710100	suicide
150710100	revenge
150770100	talking animals
150770100	3-d
150770100	animal lead
150770100	marooned
150770100	music industry
150770100	live action cartoon
150770100	musicians
150780100	gratuitous cameos
150780100	corporate malfeasance
150780100	voiceover/narration
150780100	prologue
150780100	dream sequence
150780100	robot
150780100	breaking the fourth wall
150780100	road trip
150780100	tv industry
150780100	relationships gone wrong
150780100	kidnap
150780100	performing arts
150780100	coming of age
150780100	character's journey shown on map
150780100	puppets in a live action world
150790100	pirates
150790100	royalty
150790100	3-d
150790100	animal lead
150790100	hauntings
150790100	academics
150790100	monster
150790100	intertitle
150790100	cross-dressing
150790100	unnamed character
150790100	epilogue
150790100	scene in end credits
150790100	rescue
150790100	unrequited love
150790100	character's journey shown on map
150800100	breaking the fourth wall
150800100	coming of age
150800100	intertitle
150800100	voiceover/narration
150800100	food
150800100	talking animals
150800100	animal lead
150800100	living toys
150800100	rescue
150800100	prologue
150800100	epilogue
150800100	hallucinations
151100100	gratuitous cameos
151100100	3-d
151100100	musicians
151100100	non-chronological
151100100	voiceover/narration
151130100	living toys
151130100	romance
151130100	delayed adulthood
151130100	directing yourself
151130100	screenplay written by the star
151130100	prologue
151130100	epilogue
151130100	spoiled child
151140100	relationships gone wrong
151140100	relationship advice
151390100	possessed
151390100	based on an untrue story
151390100	medical and hospitals
151390100	religious
151390100	children dealing with divorce
151390100	scary kids
151620100	surprise twist
151620100	organized crime
151620100	out of retirement
151620100	one last job
151620100	foreign-language remake
151620100	prologue
151620100	revenge
151620100	addiction
151620100	narcotics
151730100	romance
151730100	marvel comics
151730100	organized crime
151730100	mutants
151730100	depression
151730100	ptsd
151730100	scene in end credits
151730100	3-d
151980100	found footage
151980100	space program
151980100	conspiracy theory
151980100	based on an untrue story
151980100	mockumentary
151980100	epilogue
151980100	surprise twist
151980100	alien invasion
152250100	royalty
152250100	step-family
152250100	dysfunctional family
152250100	faked death
152250100	war
152250100	rebellion
152250100	sword & sorcerer
152250100	prologue
152250100	voiceover/narration
152250100	prince/princess
152250100	widow/widower
152250100	non-chronological
152250100	fairies
152250100	death of a spouse or fiancã©e / fiancã©
152250100	young child dealing with the death of a parent
152250100	good vs. evil
152250100	mariticide
152270100	3-d
152270100	torture porn
152270100	teenage slasher
152270100	animals gone bad
152270100	corrupt cops
152270100	underwater
152270100	prologue
152270100	surprise twist
152710100	dysfunctional family
152710100	religious
152710100	directing yourself
152710100	death of a son or daughter
152710100	corrupt cops
152710100	narcotics
152710100	gangs
152710100	faith-based
152720100	corrupt cops
152720100	dystopia
152720100	gangs
152720100	suicide
152720100	digital cinematography
152720100	fugitive / on the run
152720100	voiceover/narration
152720100	prologue
152930100	epilogue
152930100	parties gone wild
152930100	filmed by a character
152930100	loss of virginity
152930100	black out drunk
152930100	inspired by a true story
152930100	found footage
152980100	hauntings
152980100	demons
152980100	found footage
152980100	prologue
152980100	same role, multiple actors
152980100	non-chronological
152980100	prequel
153070100	animal lead
153070100	talking animals
153070100	3-d
153070100	pirates
153070100	on a boat
153070100	prehistoric times
153070100	prologue
153070100	epilogue
153070100	intertitle
153070100	dysfunctional family
153070100	letting go
153070100	disaster
153070100	hallucinations
153070100	revenge
153070100	romance
153070100	relationships gone wrong
153070100	coming of age
153070100	scene in end credits
153080100	hauntings
153090100	imax: dmr
153090100	secret agent
153090100	surprise twist
153090100	faked death
153090100	development hell
153090100	delayed sequel
153090100	prologue
153090100	intertitle
153460100	3-d
153460100	robot
153460100	corporate malfeasance
153460100	alien invasion
153460100	prequel
153460100	delayed sequel
153460100	surprise twist
153460100	imax: dmr
153460100	prologue
153460100	intertitle
153460100	faked death
153600100	3-d
153600100	post apocalypse
153600100	dystopia
153600100	narcotics
153600100	gangs
153600100	organized crime
153600100	independent/other comics
153600100	psychics
153600100	3-d - shot in 3-d
157820100	terminal illness
157820100	medical and hospitals
157820100	stoner comedy
157820100	dysfunctional family
157820100	therapist
157820100	romance
157820100	relationships gone wrong
157820100	buddy comedy
157820100	fictionalized version of yourself
157820100	therapists / therapy
158310100	coming of age
158310100	delayed adulthood
158310100	food
158310100	easter
158310100	music industry
158310100	musicians
158310100	talking animals
158310100	animal lead
158310100	dysfunctional family
158310100	political
158310100	kidnap
158310100	rescue
158310100	voiceover/narration
158310100	prologue
158310100	epilogue
158310100	father's footsteps
158400100	political
158400100	government corruption
158400100	directing yourself
158400100	ensemble
158400100	atheism
158400100	suicide
158560100	animal lead
158560100	talking animals
158560100	auto racing
158560100	miscellaneous racing
158560100	3-d
158680100	tiny worlds
158680100	anime
158680100	rescue
158680100	kidnap
158680100	coming of age
158680100	voiceover/narration
158690100	fictionalized version of yourself
158690100	delayed adulthood
158690100	gratuitous cameos
158690100	sex crimes
158690100	unexpected pregnancy
158690100	dysfunctional family
158690100	unexpected families
158690100	wedding day
158690100	bachelor party
158690100	strippers / stripping
158690100	irs
158690100	february / may romance
158870100	imax: dmr
158870100	zombies
158870100	corporate malfeasance
158870100	post apocalypse
158870100	3-d
158870100	epidemic
158870100	sequels with returning stars
158870100	cloning
158880100	video game
158880100	gratuitous cameos
158880100	villain's point of view
158880100	directing yourself
158880100	3-d
158880100	3-d - shot in 3-d
158880100	family movie
158880100	secret identity
158880100	surprise twist
158880100	prologue
158880100	voiceover/narration
158880100	epilogue
158880100	non-chronological
160040100	mercenaries
160040100	ensemble
160040100	martial arts
160040100	mixed martial arts
160040100	war
160040100	revenge
160040100	screenplay written by the star
160040100	intertitle
160040100	rescue
160040100	prologue
160260100	found footage
160260100	psychics
160260100	dysfunctional family
160260100	revenge
160260100	bullies
160260100	addiction
160260100	romance
160260100	first love
160460100	animal lead
160460100	environment
160460100	voiceover/narration
160460100	young child dealing with the death of a parent
160750100	mid-life crisis
160750100	relatives playing relatives
160750100	dysfunctional family
160750100	music industry
160750100	prostitution
160750100	addiction
160750100	prescription drug abuse
161030100	3-d
161030100	hauntings
161030100	curses
161030100	bullies
161040100	3-d
161040100	performing arts
161040100	musicians
161040100	pop music
161040100	rock 'n' roll
161040100	breaking the fourth wall
161040100	epilogue
161040100	cheerleaders
161040100	autism
161040100	lgbt
161050100	invented language
161050100	missing child
161050100	underground
161050100	cross-dressing
161050100	coming of age
161050100	rescue
161050100	dysfunctional family
161050100	non-chronological
161050100	inventor
161050100	steampunk
161050100	orphan
161080100	police procedural
161080100	writing and writers
161080100	costume drama
161080100	serial killer
161080100	intertitle
161080100	epilogue
161080100	romance
161080100	forbidden romance
161080100	kidnap
161080100	rescue
161080100	surprise twist
161080100	buried alive
161080100	non-chronological
161110100	royalty
161110100	prince/princess
161110100	rescue
161110100	gangs
161350100	serial killer
161350100	buried alive
161350100	kidnap
161350100	unbelieving police
161350100	rescue
161350100	surprise twist
161360100	delayed adulthood
161360100	delayed sequel
161360100	family reunion
161360100	high school reunions
161370100	african-american
161370100	ensemble
161370100	relationships gone wrong
161370100	relationship advice
161370100	romance
161500100	romance
161500100	divorc&eacute;e romance
161500100	exes in love
161500100	soccer
161500100	tv industry
161500100	love triangle
161720100	3-d
161720100	rescue
161720100	sequels without their original stars
161720100	marooned
161720100	prologue
161720100	voiceover/narration
161720100	dysfunctional family
161720100	step-family
161720100	treasure hunters
161720100	romance
161720100	epilogue
161720100	animals gone bad
161720100	creature features
161720100	imax: dmr
161720100	based on an untrue story
161730100	ensemble
161730100	relationship advice
161730100	relationships gone wrong
161730100	battle of the sexes
161730100	troubled pregnancy or miscarriage
161730100	adopted family
162070100	romance
162070100	widow/widower
162080100	political
162080100	political campaign
162080100	corporate malfeasance
162080100	government corruption
162080100	gratuitous cameos
162190100	dysfunctional family
162190100	romance
162190100	relationships gone wrong
162190100	african-american
162190100	directing yourself
162190100	voiceover/narration
162750100	intertitle
162750100	spree killer
162750100	suicide
162750100	murder - suicide
162750100	prologue
162750100	voiceover/narration
162750100	kidnap
162750100	cabin in the woods
162750100	hauntings
162750100	punk rock
162750100	musicians
162750100	twins
162750100	dream sequence
162750100	same actor, multiple roles
162750100	young child dealing with the death of a parent
162750100	abandoned child
162750100	unexpected families
162750100	director remaking their own movie
162830100	special ops
162830100	inspired by a true story
162830100	rescue
162830100	secret agent
162830100	terrorism
162830100	non professional actor
162830100	voiceover/narration
162910100	basketball
162910100	inspirational coach
162910100	religious
162910100	inspired by a true story
162910100	underdog
162910100	inspirational sports
162940100	non-chronological
162940100	directing yourself
162940100	slavery
162940100	revenge
162940100	bounty hunter
162940100	rescue
162940100	intertitle
162940100	fugitive / on the run
162940100	slow motion scene
162940100	bare knuckle fighting
162940100	underground / illegal fighting
162940100	intentionally anachronistic
162940100	2013 oscars best picture nominee
162960100	non-chronological
162960100	secret agent
162960100	revenge
162960100	undercover
162960100	hitmen
162960100	framed
162960100	fugitive / on the run
162960100	surprise twist
163130100	post apocalypse
163130100	surprise twist
163130100	government corruption
163130100	alien invasion
163130100	visual effects
163130100	digital cinematography
163130100	faulty memory
163130100	prologue
163130100	voiceover/narration
163130100	dream sequence
163130100	cabin in the woods
163140100	secret agent
163140100	romance
163140100	first love
163140100	relationships gone wrong
163140100	mad scientist
163140100	adopted family
163140100	scene in end credits
163140100	coming of age
163140100	non-chronological
163140100	fantasy sequence
163140100	love at first sight
163140100	interspecies romance
163140100	sequel with returning stars playing new characters
163140100	letting go
163140100	3-d
163150100	narcotics
163150100	organized crime
163150100	kidnap
163150100	revenge
163150100	rescue
163150100	love triangle
163150100	corrupt cops
163150100	returning soldiers
163150100	voiceover/narration
163150100	film noir
163190100	spoof
163190100	gratuitous cameos
163190100	fictionalized version of yourself
163190100	delayed sequel
163190100	sequels without their original stars
163190100	sequel with returning stars playing new characters
163190100	breaking the fourth wall
163190100	demons
163190100	religious
163420100	car chase
163420100	gangs
163420100	organized crime
163420100	sequels with returning stars
163420100	prequel
163420100	inbetwequel
163420100	archival footage of previous installment
163420100	faulty memory
163420100	intertitle
163420100	voiceover/narration
163420100	corrupt cops
163420100	cliffhanger ending
163420100	scene in end credits
163710100	gods and goddesses
163710100	sibling rivalry
163710100	end of the world
163710100	adopted family
163710100	marvel comics
163710100	scene in end credits
163710100	surprise twist
163710100	voiceover/narration
163710100	prologue
163710100	invented language
163710100	intertitle
163710100	non-chronological
163710100	revenge
163710100	gratuitous cameos
163710100	death of a spouse or fiancã©e / fiancã©
163710100	young child dealing with the death of a parent
163710100	3-d
163740100	end of the world
163740100	visual effects
163740100	robot
163740100	kaiju
163740100	creature features
163740100	lovecraftian
163740100	prologue
163740100	voiceover/narration
163740100	3-d
163740100	mecha
163800100	road trip
163800100	inheritance
163800100	teenage slasher
163800100	3-d
163800100	3-d - shot in 3-d
163800100	reboot
163800100	voiceover/narration
163800100	archival footage of previous installment
163800100	hicksploitation
163800100	interracial romance
163800100	romance
163800100	dysfunctional family
163800100	prologue
163800100	delayed sequel
164540100	intertitle
164540100	prison break
164540100	organized crime
164540100	hispanic
164540100	life in a small town
164540100	corrupt cops
164540100	car chase
164540100	kidnap
164540100	hostage
164540100	digital cinematography
164810100	halloween
164810100	babysitters
164810100	dysfunctional family
164810100	missing person
164810100	romance
164810100	voiceover/narration
164810100	mid-life crisis
164810100	lgbt
164810100	young child dealing with the death of a parent
164810100	widow/widower
164810100	death of a spouse or fiancã©e / fiancã©
164810100	coming of age
165020100	good vs. evil
165020100	tiny worlds
165020100	animal lead
165020100	talking animals
165020100	scientific expedition
165020100	field scientists
165020100	voiceover/narration
165020100	young child dealing with the death of a parent
165020100	fairies
165020100	novel or other work adapted by author
165020100	dysfunctional family
165020100	3-d
165120100	alien invasion
165120100	buddy comedy
165120100	dysfunctional family
165270100	adopted family
165270100	romance
165270100	wedding day
165270100	dysfunctional family
165270100	religious
165270100	step-family
165270100	foreign-language remake
165270100	ensemble
165290100	3-d
165290100	corporate malfeasance
165290100	revenge
165290100	terminal illness
165290100	genetic engineering
165290100	3-d - shot in 3-d
165290100	marvel comics
165300100	heist
